"LONG_SCHOOL_YEAR","SCHOOL_DSTRCT_NM","INSTN_NAME","LABEL_LVL_3_DESC","LABEL_LVL_2_DESC","FTE","INEXPERIENCED_FTE","INEXPERIENCED_FTE_PCT"
"2017-18","Clayton County","West Clayton Elementary School","Teachers","Total",76.5,61,80
"2017-18","Clayton County","William M. McGarrah Elementary School","Leaders","High Poverty",2,1,50
"2017-18","Clayton County","William M. McGarrah Elementary School","Teachers","High Poverty",107,82,77
"2017-18","Clayton County","William M. McGarrah Elementary School","Teachers","Total",107,82,77
"2017-18","Clinch County","Clinch County Elementary School","Leaders","High Poverty",1.5,1,67
"2017-18","Clinch County","Clinch County Elementary School","Teachers","High Poverty",42.2,15.2,36
"2017-18","Clinch County","Clinch County Elementary School","Teachers","Total",42.2,15.2,36
"2017-18","Clinch County","Clinch County High School","Leaders","Not Applicable",2,0,0
"2017-18","Clinch County","Clinch County High School","Teachers","Total",30.1,6.8,22
"2017-18","Clinch County","Clinch County Middle School","Leaders","High Poverty",1.5,1,67
"2017-18","Clinch County","Clinch County Middle School","Teachers","High Poverty",25.2,10.5,42
"2017-18","Clinch County","Clinch County Middle School","Teachers","Total",25.2,10.5,42
"2017-18","Clinch County","Clinch County- All Schools","Leaders","High Poverty",3,2,67
"2017-18","Clinch County","Clinch County- All Schools","Leaders","Total",5,2,40
"2017-18","Clinch County","Clinch County- All Schools","Teachers","High Poverty",68,21,31
"2017-18","Clinch County","Clinch County- All Schools","Teachers","Total",99,29,29
"2017-18","Cobb County","Acworth Intermediate School","Leaders","Not Applicable",2,1,50
"2017-18","Cobb County","Acworth Intermediate School","Teachers","Total",51,15,29
"2017-18","Cobb County","Addison Elementary School","Leaders","Low Poverty",2,0,0
"2017-18","Cobb County","Addison Elementary School","Teachers","Low Poverty",48.1,12.5,26
"2017-18","Cobb County","Addison Elementary School","Teachers","Total",48.1,12.5,26
"2017-18","Cobb County","Allatoona High School","Leaders","Low Poverty",5.3,1,19
"2017-18","Cobb County","Allatoona High School","Teachers","Low Poverty",137.5,63.5,46
"2017-18","Cobb County","Allatoona High School","Teachers","Total",137.5,63.5,46
"2017-18","Cobb County","Argyle Elementary School","Leaders","Not Applicable",2,1,50
"2017-18","Cobb County","Argyle Elementary School","Teachers","Total",40,7,18
"2017-18","Cobb County","Austell Elementary School","Leaders","Not Applicable",2,0,0
"2017-18","Cobb County","Austell Elementary School","Teachers","Total",40,16,40
"2017-18","Cobb County","Awtrey Middle School","Leaders","Low Poverty",3,1.5,50
"2017-18","Cobb County","Awtrey Middle School","Teachers","Low Poverty",62.5,32,51
"2017-18","Cobb County","Awtrey Middle School","Teachers","Total",62.5,32,51
"2017-18","Cobb County","Baker Elementary School","Leaders","Low Poverty",2.5,1.5,60
"2017-18","Cobb County","Baker Elementary School","Teachers","Low Poverty",55,10,18
"2017-18","Cobb County","Baker Elementary School","Teachers","Total",55,10,18
"2017-18","Cobb County","Barber Middle School","Leaders","Not Applicable",3,0,0
"2017-18","Cobb County","Barber Middle School","Teachers","Total",57,14,25
"2017-18","Cobb County","Bells Ferry Elementary School","Leaders","Low Poverty",2.5,0.5,20
"2017-18","Cobb County","Bells Ferry Elementary School","Teachers","Low Poverty",45,7,16
"2017-18","Cobb County","Bells Ferry Elementary School","Teachers","Total",45,7,16
"2017-18","Cobb County","Belmont Hills Elementary School","Leaders","Not Applicable",2.5,1,40
"2017-18","Cobb County","Belmont Hills Elementary School","Teachers","Total",34,14.5,43
"2017-18","Cobb County","Big Shanty Elementary School","Leaders","Low Poverty",2,0,0
"2017-18","Cobb County","Big Shanty Elementary School","Teachers","Low Poverty",45,9,20
"2017-18","Cobb County","Big Shanty Elementary School","Teachers","Total",45,9,20
"2017-18","Cobb County","Birney Elementary School","Leaders","Not Applicable",3,2,67
"2017-18","Cobb County","Birney Elementary School","Teachers","Total",65,16,25
"2017-18","Cobb County","Blackwell Elementary School","Leaders","Low Poverty",2,0,0
"2017-18","Cobb County","Blackwell Elementary School","Teachers","Low Poverty",56.5,14,25
"2017-18","Cobb County","Blackwell Elementary School","Teachers","Total",56.5,14,25
"2017-18","Cobb County","Brumby Elementary School","Leaders","Not Applicable",3,0,0
"2017-18","Cobb County","Brumby Elementary School","Teachers","Total",64,19,30
"2017-18","Cobb County","Bryant Elementary School","Leaders","Not Applicable",3,1,33
"2017-18","Cobb County","Bryant Elementary School","Teachers","Total",80,35,44
"2017-18","Cobb County","Bullard Elementary School","Leaders","Low Poverty",2.8,0,0
"2017-18","Cobb County","Bullard Elementary School","Teachers","Low Poverty",62.4,15.4,25
"2017-18","Cobb County","Bullard Elementary School","Teachers","Total",62.4,15.4,25
"2017-18","Cobb County","Campbell High School","Leaders","Not Applicable",8.3,2.5,30
"2017-18","Cobb County","Campbell High School","Teachers","Total",229,131.5,57
"2017-18","Cobb County","Campbell Middle School","Leaders","Not Applicable",4.8,2,42
"2017-18","Cobb County","Campbell Middle School","Teachers","Total",97,64,66
"2017-18","Cobb County","Chalker Elementary School","Leaders","Low Poverty",2,0,0
"2017-18","Cobb County","Chalker Elementary School","Teachers","Low Poverty",45.5,9.5,21
"2017-18","Cobb County","Chalker Elementary School","Teachers","Total",45.5,9.5,21
"2017-18","Cobb County","Cheatham Hill Elementary School","Leaders","Low Poverty",3,0,0
"2017-18","Cobb County","Cheatham Hill Elementary School","Teachers","Low Poverty",80.2,23.8,30
"2017-18","Cobb County","Cheatham Hill Elementary School","Teachers","Total",80.2,23.8,30
"2017-18","Cobb County","Clarkdale Elementary School","Leaders","Not Applicable",2,1,50
"2017-18","Cobb County","Clarkdale Elementary School","Teachers","Total",55,25,45
"2017-18","Cobb County","Clay Elementary School","Leaders","Not Applicable",2,1,50
"2017-18","Cobb County","Clay Elementary School","Teachers","Total",35.5,12.5,35
"2017-18","Cobb County","Cobb County- All Schools","Leaders","High Poverty",9.8,4.5,46
"2017-18","Cobb County","Cobb County- All Schools","Leaders","Low Poverty",197.3,55.5,28
"2017-18","Cobb County","Cobb County- All Schools","Leaders","Total",365.8,110.3,30
"2017-18","Cobb County","Cobb County- All Schools","Teachers","High Poverty",302.5,149,49
"2017-18","Cobb County","Cobb County- All Schools","Teachers","Low Poverty",4190.4,1153,28
"2017-18","Cobb County","Cobb County- All Schools","Teachers","Total",7481.7,2478,33
"2017-18","Cobb County","Compton Elementary School","Leaders","Not Applicable",2,1,50
"2017-18","Cobb County","Compton Elementary School","Teachers","Total",47.5,23,48
"2017-18","Cobb County","Cooper Middle School","Leaders","Not Applicable",4,2,50
"2017-18","Cobb County","Cooper Middle School","Teachers","Total",64,40,63
"2017-18","Cobb County","Daniell Middle School","Leaders","Low Poverty",3,1,33
"2017-18","Cobb County","Daniell Middle School","Teachers","Low Poverty",72,40,56
"2017-18","Cobb County","Daniell Middle School","Teachers","Total",72,40,56
"2017-18","Cobb County","Davis Elementary School","Leaders","Low Poverty",2,0,0
"2017-18","Cobb County","Davis Elementary School","Teachers","Low Poverty",42,11.5,27
"2017-18","Cobb County","Davis Elementary School","Teachers","Total",42,11.5,27
"2017-18","Cobb County","Devereux Ackerman Academy","Leaders","High Poverty",1,0,0
"2017-18","Cobb County","Devereux Ackerman Academy","Teachers","High Poverty",12,10,83
"2017-18","Cobb County","Devereux Ackerman Academy","Teachers","Total",12,10,83
"2017-18","Cobb County","Dickerson Middle School","Leaders","Low Poverty",3.8,0,0
"2017-18","Cobb County","Dickerson Middle School","Teachers","Low Poverty",89,35,39
"2017-18","Cobb County","Dickerson Middle School","Teachers","Total",89,35,39
"2017-18","Cobb County","Dodgen Middle School","Leaders","Low Poverty",4.3,2,47
"2017-18","Cobb County","Dodgen Middle School","Teachers","Low Poverty",76,18,24
"2017-18","Cobb County","Dodgen Middle School","Teachers","Total",76,18,24
"2017-18","Cobb County","Dowell Elementary School","Leaders","Not Applicable",3,0,0
"2017-18","Cobb County","Dowell Elementary School","Teachers","Total",74,23,31
"2017-18","Cobb County","Due West Elementary School","Leaders","Low Poverty",2,0,0
"2017-18","Cobb County","Due West Elementary School","Teachers","Low Poverty",42.8,3.3,8
"2017-18","Cobb County","Due West Elementary School","Teachers","Total",42.8,3.3,8
"2017-18","Cobb County","Durham Middle School","Leaders","Low Poverty",2.5,1.5,60
"2017-18","Cobb County","Durham Middle School","Teachers","Low Poverty",66.5,21.5,32
"2017-18","Cobb County","Durham Middle School","Teachers","Total",66.5,21.5,32
"2017-18","Cobb County","East Cobb Middle School","Leaders","Not Applicable",4.3,1,24
"2017-18","Cobb County","East Cobb Middle School","Teachers","Total",82,38.5,47
"2017-18","Cobb County","East Side Elementary School","Leaders","Low Poverty",3,0,0
"2017-18","Cobb County","East Side Elementary School","Teachers","Low Poverty",75,16,21
"2017-18","Cobb County","East Side Elementary School","Teachers","Total",75,16,21
"2017-18","Cobb County","Eastvalley Elementary School","Leaders","Low Poverty",2,0,0
"2017-18","Cobb County","Eastvalley Elementary School","Teachers","Low Poverty",55.5,15,27
"2017-18","Cobb County","Eastvalley Elementary School","Teachers","Total",55.5,15,27
"2017-18","Cobb County","Fair Oaks Elementary School","Leaders","High Poverty",3,2,67
"2017-18","Cobb County","Fair Oaks Elementary School","Teachers","High Poverty",73.5,37,50
"2017-18","Cobb County","Fair Oaks Elementary School","Teachers","Total",73.5,37,50
"2017-18","Cobb County","Floyd Middle School","Leaders","Not Applicable",4,0,0
"2017-18","Cobb County","Floyd Middle School","Teachers","Total",66.5,31.5,47
"2017-18","Cobb County","Ford Elementary School","Leaders","Low Poverty",2,0,0
"2017-18","Cobb County","Ford Elementary School","Teachers","Low Poverty",50.8,13.3,26
"2017-18","Cobb County","Ford Elementary School","Teachers","Total",50.8,13.3,26
"2017-18","Cobb County","Frey Elementary School","Leaders","Low Poverty",2,0,0
"2017-18","Cobb County","Frey Elementary School","Teachers","Low Poverty",52.4,10.4,20
"2017-18","Cobb County","Frey Elementary School","Teachers","Total",52.4,10.4,20
"2017-18","Cobb County","Garrett Middle School","Leaders","Not Applicable",4,0,0
"2017-18","Cobb County","Garrett Middle School","Teachers","Total",58,31.5,54
"2017-18","Cobb County","Garrison Mill Elementary School","Leaders","Low Poverty",2,1,50
"2017-18","Cobb County","Garrison Mill Elementary School","Teachers","Low Poverty",45.5,8.5,19
"2017-18","Cobb County","Garrison Mill Elementary School","Teachers","Total",45.5,8.5,19
"2017-18","Cobb County","Green Acres Elementary School","Leaders","High Poverty",2,0,0
"2017-18","Cobb County","Green Acres Elementary School","Teachers","High Poverty",63,20,32
"2017-18","Cobb County","Green Acres Elementary School","Teachers","Total",63,20,32
"2017-18","Cobb County","Griffin Middle School","Leaders","Not Applicable",4.8,1.5,32
"2017-18","Cobb County","Griffin Middle School","Teachers","Total",79.5,45.5,57
"2017-18","Cobb County","Harmony-Leland Elementary School","Leaders","Not Applicable",2,0,0
"2017-18","Cobb County","Harmony-Leland Elementary School","Teachers","Total",53,21.5,41
"2017-18","Cobb County","Harrison High School","Leaders","Low Poverty",6,3,50
"2017-18","Cobb County","Harrison High School","Teachers","Low Poverty",169.5,83,49
"2017-18","Cobb County","Harrison High School","Teachers","Total",169.5,83,49
"2017-18","Cobb County","Hayes Elementary School","Leaders","Not Applicable",3,1,33
"2017-18","Cobb County","Hayes Elementary School","Teachers","Total",52,9,17
"2017-18","Cobb County","Hendricks Elementary School","Leaders","Not Applicable",2,0,0
"2017-18","Cobb County","Hendricks Elementary School","Teachers","Total",51,23,45
"2017-18","Cobb County","Hightower Trail Middle School","Leaders","Low Poverty",3.3,0,0
"2017-18","Cobb County","Hightower Trail Middle School","Teachers","Low Poverty",74,19,26
"2017-18","Cobb County","Hightower Trail Middle School","Teachers","Total",74,19,26
"2017-18","Cobb County","Hillgrove High School","Leaders","Low Poverty",7.8,1.5,19
"2017-18","Cobb County","Hillgrove High School","Teachers","Low Poverty",207.5,113,54
"2017-18","Cobb County","Hillgrove High School","Teachers","Total",207.5,113,54
"2017-18","Cobb County","Hollydale Elementary School","Leaders","Not Applicable",2.5,0.5,20
"2017-18","Cobb County","Hollydale Elementary School","Teachers","Total",61,26,43
"2017-18","Cobb County","Keheley Elementary School","Leaders","Low Poverty",2,1,50
"2017-18","Cobb County","Keheley Elementary School","Teachers","Low Poverty",35.5,8,23
"2017-18","Cobb County","Keheley Elementary School","Teachers","Total",35.5,8,23
"2017-18","Cobb County","Kell High School","Leaders","Low Poverty",5,0,0
"2017-18","Cobb County","Kell High School","Teachers","Low Poverty",146,90,62
"2017-18","Cobb County","Kell High School","Teachers","Total",146,90,62
"2017-18","Cobb County","Kemp Elementary School","Leaders","Low Poverty",3,1,33
"2017-18","Cobb County","Kemp Elementary School","Teachers","Low Poverty",63.5,4.5,7
"2017-18","Cobb County","Kemp Elementary School","Teachers","Total",63.5,4.5,7
"2017-18","Cobb County","Kennesaw Charter School","Leaders","Low Poverty",2,2,100
"2017-18","Cobb County","Kennesaw Charter School","Teachers","Low Poverty",46,31,67
"2017-18","Cobb County","Kennesaw Charter School","Teachers","Total",46,31,67
"2017-18","Cobb County","Kennesaw Elementary School","Leaders","Low Poverty",2,0,0
"2017-18","Cobb County","Kennesaw Elementary School","Teachers","Low Poverty",47,14,30
"2017-18","Cobb County","Kennesaw Elementary School","Teachers","Total",47,14,30
"2017-18","Cobb County","Kennesaw Mountain High School","Leaders","Low Poverty",6.3,1.5,24
"2017-18","Cobb County","Kennesaw Mountain High School","Teachers","Low Poverty",224.3,128.8,57
"2017-18","Cobb County","Kennesaw Mountain High School","Teachers","Total",224.3,128.8,57
"2017-18","Cobb County","Kincaid Elementary School","Leaders","Low Poverty",2,1,50
"2017-18","Cobb County","Kincaid Elementary School","Teachers","Low Poverty",50.5,9.5,19
"2017-18","Cobb County","Kincaid Elementary School","Teachers","Total",50.5,9.5,19
"2017-18","Cobb County","King Springs Elementary School","Leaders","Low Poverty",3,1,33
"2017-18","Cobb County","King Springs Elementary School","Teachers","Low Poverty",64.5,24.9,39
"2017-18","Cobb County","King Springs Elementary School","Teachers","Total",64.5,24.9,39
"2017-18","Cobb County","LaBelle Elementary School","Leaders","Not Applicable",2,0,0
