sys_sch,SystemId,systemname,schoolname,SchoolId,gradecluster,Phone_Number,Street,City,State,Zip_Code,DistrictWebsite,total_enroll,Grades,Grade,SingleScore,enroll_percent_asian,enroll_percent_native,enroll_percent_black,enroll_percent_hispanic,enroll_percent_multiracial,enroll_percent_white,enroll_percent_ed,enroll_percent_swd,enroll_percent_lep,Four_Year_Graduation_Rate,CollegeEnrollment,Mobility,PPE,rtc20
6475062,647,Dougherty County,West Town Elementary School,5062,E,(229) 431-3409,1113 University St,Albany,GA,31707,https://www.docoschools.org/,435,K-5,,,0,0,99,0,1,0,100,15.6,0,,,12.8,,
648100,648,Douglas County,Chapel Hill High School,100,H,770.651.6200,4899 Chapel Hill Road,Douglasville,GA,30135,https://www.dcssga.org/,1497,9-12,,,2,0,59,12,5,21,43,11.2,2,94.90000000000001,,9.700000000000001,,
648103,648,Douglas County,Yeager Middle School,103,M,770.651.5600,4000 Kings Highway,Douglasville,GA,30135,https://www.dcssga.org/,629,6-8,,,1,0,47,19,9,24,74,18.6,9,,,17.4,,
648104,648,Douglas County,North Douglas Elementary School,104,E,770.651.4800,1630 Dorris Road,Douglasville,GA,30134,https://www.dcssga.org/,648,K-5,,,0,0,71,17,5,6,82,12.7,12,,,21,,
6481054,648,Douglas County,Winston Elementary School,1054,E,770.651.4700,13691 Veterans Memorial Hwy,Winston,GA,30187,https://www.dcssga.org/,483,K-5,,,1,0,32,32,6,29,71,16.299999,27,,,17.7,,
648107,648,Douglas County,Bill Arp Elementary School,107,E,770-651-3200,6550 Alexander Parkway,Douglasville,GA,30135,https://www.dcssga.org/,716,K-5,,,1,0,36,20,7,35,70,15.7,11,,,15.3,,
648108,648,Douglas County,Factory Shoals Middle School,108,M,770.651.5800,3301 Shoals School Road,Douglasville,GA,30135,https://www.dcssga.org/,933,6-8,,,1,0,74,15,4,6,69,15.8,8,,,14.8,,
648112,648,Douglas County,Mason Creek Elementary School,112,E,770-651-4900,3400 Johnston Road,Winston,GA,30187,https://www.dcssga.org/,573,K-5,,,1,0,31,13,8,46,49,15.5,5,,,13.9,,
648113,648,Douglas County,Mason Creek Middle School,113,M,770-651-2500,7777 Mason Creek Rd.,Winston,GA,30187,https://www.dcssga.org/,933,6-8,,,2,0,44,19,5,31,58,18.9,9,,,14.6,,
648175,648,Douglas County,Lithia Springs Comprehensive High School,175,H,770.651.6700,2520 East County Line Road,Lithia Springs,GA,30122,https://www.dcssga.org/,1697,9-12,,,2,0,52,31,3,12,73,15.5,8,87,,16,,
648178,648,Douglas County,Arbor Station Elementary School,178,E,770-651-3000,9999 Parkway South,Douglasville,GA,30135,https://www.dcssga.org/,701,K-5,,,2,0,51,18,8,19,63,12.3,11,,,16.8,,
648180,648,Douglas County,Fairplay Middle School,180,M,770-651-5300,8311 Highway 166,Douglasville,GA,30135,https://www.dcssga.org/,560,6-8,,,1,0,13,9,5,71,30,11.4,3,,,8.9,,
648184,648,Douglas County,Dorsett Shoals Elementary School,184,E,770.651.3700,5866 Dorsett Shoals Road,Douglasville,GA,30135,https://www.dcssga.org/,518,K-5,,,1,0,32,23,8,36,69,13.7,16,,,20.6,,
648187,648,Douglas County,Alexander High School,187,H,770-651-6000,6500 Alexander Parkway,Douglasville,GA,30135,https://www.dcssga.org/,1956,9-12,,,1,0,28,11,4,55,38,11.5,2,94.2,,6.9,,
648188,648,Douglas County,Chestnut Log Middle School,188,M,770-651-5100,2544 Pope Road,Douglasville,GA,30135,https://www.dcssga.org/,852,6-8,,,2,0,60,21,5,11,80,16.799999,13,,,23.4,,
648193,648,Douglas County,South Douglas Elementary School,193,E,770.651.4500,8299 Highway 166,Douglasville,GA,30135,https://www.dcssga.org/,630,K-5,,,2,0,11,5,3,78,22,13.3,3,,,7.7,,
648198,648,Douglas County,Bright Star Elementary School,198,E,770.651.3400,6300 John West Road,Douglasville,GA,30134,https://www.dcssga.org/,589,K-5,,,1,0,69,15,5,10,72,9,15,,,27.1,,
648200,648,Douglas County,Holly Springs Elementary,200,E,770.651.4000,4909 West Chapel Hill Road,Douglasville,GA,30135,https://www.dcssga.org/,647,K-5,,,2,0,60,13,7,18,47,11,10,,,11.2,,
648203,648,Douglas County,New Manchester Elementary School,203,E,770.651.4400,2242 Old Lower River Road,Douglasville,GA,30135,https://www.dcssga.org/,862,K-5,,,1,0,79,10,4,7,71,10.8,9,,,19,,
6482050,648,Douglas County,Beulah Elementary School,2050,E,770-651-3300,1150 Burnt Hickory Road,Douglasville,GA,30134,https://www.dcssga.org/,450,K-5,,,2,0,31,45,4,17,77,10,38,,,12.1,,
6482054,648,Douglas County,Turner Middle School,2054,M,770.651.5500,7101 Turner Drive,Lithia Springs,GA,30122,https://www.dcssga.org/,885,6-8,,,1,0,43,39,2,15,81,13.2,24,,,17,,
648208,648,Douglas County,Chapel Hill Elementary School,208,E,770.651.3600,4433 Coursey Lake Road,Douglasville,GA,30135,https://www.dcssga.org/,845,K-5,,,3,0,64,12,5,15,53,14.5,6,,,15.5,,
648212,648,Douglas County,New Manchester High School,212,H,770-651-2700,4925 Highway 92/166,Douglasville,GA,30135,https://www.dcssga.org/,1794,9-12,,,1,0,78,11,4,7,61,14.6,3,84.90000000000001,,13.1,,
648213,648,Douglas County,Factory Shoals Elementary School,213,E,770.651.3900,2375 Mount Vernon Road,Lithia Springs,GA,30122,https://www.dcssga.org/,752,K-5,,,1,0,69,13,5,11,79,15.4,8,,,27.4,,
648298,648,Douglas County,Sweetwater Elementary School,298,E,770.651.4600,2505 East County Line Road,Lithia Springs,GA,30122,https://www.dcssga.org/,602,K-5,,,1,0,53,29,6,12,84,12.1,25,,,19.4,,
648303,648,Douglas County,Mirror Lake Elementary School,303,E,770.651.4300,2613 Tyson Road,Villa Rica,GA,30180,https://www.dcssga.org/,507,K-5,,,6,0,46,12,7,28,50,10.6,9,,,18.1,,
6483052,648,Douglas County,Lithia Springs Elementary School,3052,E,770.651.4100,6946 Florence Drive,Lithia Springs,GA,30122,https://www.dcssga.org/,598,K-5,,,1,0,38,43,4,15,84,17.1,36,,,17.5,,
6483550,648,Douglas County,Chapel Hill Middle School,3550,M,770-651-5000,3989 Chapel Hill Road,Douglasville,GA,30135,https://www.dcssga.org/,1335,6-8,,,2,0,64,13,6,15,50,11.6,6,,,13.1,,
648398,648,Douglas County,Burnett Elementary School,398,E,770.651.3500,8277 Connally Drive,Douglasville,GA,30134,https://www.dcssga.org/,445,K-5,,,2,0,75,12,4,6,90,14,12,,,36.1,,
6484050,648,Douglas County,Douglas County High School,4050,H,770.651.6500,8705 Campbellton Street,Douglasville,GA,30134,https://www.dcssga.org/,2167,9-12,,,2,0,69,14,4,12,63,12,4,87.10000000000001,,12.5,,
6484052,648,Douglas County,Mount Carmel Elementary School,4052,E,(770) 651-4200,2356 Fairburn Road,Douglasville,GA,30135,https://www.dcssga.org/,534,K-5,,,2,0,58,18,8,15,72,12.4,15,,,20.8,,
648407,648,Douglas County,Brighten Academy,407,M,(770) 615-3680,5897 Prestley Mill Rd,Douglasville,GA,30135,https://www.dcssga.org/,867,K-8,,,1,0,62,10,5,22,40,9.1999998,2,,,6.800000000000001,,
648498,648,Douglas County,Eastside Elementary School,498,E,770.651.3800,8266 Connally Drive,Douglasville,GA,30134,https://www.dcssga.org/,575,K-5,,,1,0,65,20,6,8,87,13.6,18,,,25.2,,
6485050,648,Douglas County,Stewart Middle School,5050,M,770-651-5400,8138 Malone Street,Douglasville,GA,30134,https://www.dcssga.org/,666,6-8,,,0,0,79,14,4,3,83,16.799999,8,,,14.4,,
6485052,648,Douglas County,Annette Winn Elementary School,5052,E,770-651-3100,10521 Veterans Memorial Highway,Lithia Springs,GA,30122,https://www.dcssga.org/,454,K-5,,,1,0,50,34,4,10,81,9.5,27,,,22.2,,
649194,649,Early County,Early County Elementary School,194,E,(229) 723-4101,283 Martin Luther King Jr Blvd,Blakely,GA,39823,http://www.early.k12.ga.us/,810,K-5,,,1,0,70,3,4,22,100,11.9,0,,,7.7,,
649197,649,Early County,Early County Middle School,197,M,(229) 723-3746,12053 Columbia Rd,Blakely,GA,39823,http://www.early.k12.ga.us/,479,6-8,,,1,0,74,3,3,19,100,11,0,,,4.5,,
6492050,649,Early County,Early County High School,2050,H,(229) 723-3006,12020 Columbia Rd,Blakely,GA,39823,http://www.early.k12.ga.us/,633,9-12,,,1,0,69,2,1,27,100,14.9,0,89.10000000000001,,8.800000000000001,,
6501050,650,Echols County,Echols County High School,1050,H,(229) 559-5437,190 GA Hwy 94 East,Statenville,GA,31648,http://www.echols.k12.ga.us/,233,9-12,,,0,2,2,38,2,55,91,6.9000001,10,93.2,,11.5,,
650112,650,Echols County,Echols County Elementary/Middle School,112,M,(229) 559-5413,229 Hwy 129 South,Statenville,GA,31648,http://www.echols.k12.ga.us/,622,K-8,,,0,1,3,47,1,48,91,8,30,,,7.2,,
651103,651,Effingham County,Springfield Elementary School,103,E,912.754.3326,300 Old Dixie Highway South,Springfield,GA,31329,https://www.effinghamschools.com/,652,K-5,,,1,0,26,7,5,63,57,19.4,2,,,19.3,,
651105,651,Effingham County,Marlow Elementary School,105,E,912.728.3262,5160 Highway 17 South,Guyton,GA,31312,https://www.effinghamschools.com/,767,K-5,,,0,0,6,7,5,82,33,12.8,3,,,9.200000000000001,,
651107,651,Effingham County,Blandford Elementary School,107,E,912.826.4200,4650 McCall Road,Rincon,GA,31326,https://www.effinghamschools.com/,722,K-5,,,1,0,21,8,8,63,42,18.4,3,,,14.6,,
651186,651,Effingham County,South Effingham Elementary School,186,E,912.728.3801,767 Kolic Helmly,Guyton,GA,31312,https://www.effinghamschools.com/,905,K-5,,,2,0,11,9,5,72,24,9,4,,,9.4,,
651190,651,Effingham County,Guyton Elementary School,190,E,912.772.3384,719 Central Boulevard,Guyton,GA,31312,https://www.effinghamschools.com/,709,K-5,,,0,0,17,7,5,71,53,15.2,2,,,16.9,,
651196,651,Effingham County,Sand Hill Elementary School,196,E,912.728.5112,199 Stagecoach Avenue,Guyton,GA,31312,https://www.effinghamschools.com/,663,K-5,,,0,0,8,8,5,78,54,14.9,4,,,12.8,,
651197,651,Effingham County,South Effingham High School,197,H,912.728.7511,1220 Noel C. Conaway Road,Guyton,GA,31312,https://www.effinghamschools.com/,1795,9-12,,,1,0,11,9,5,74,28,12,1,95.2,,7.800000000000001,,
651203,651,Effingham County,Ebenezer Middle School,203,M,912.754.7757,1100 Ebenezer Road,Rincon,GA,31326,https://www.effinghamschools.com/,1067,6-8,,,1,0,17,11,6,65,34,14.7,4,,,10.5,,
651290,651,Effingham County,Effingham County Middle School,290,M,912.772.7001,1659 Highway 119 South,Guyton,GA,31312,https://www.effinghamschools.com/,1093,6-8,,,0,0,23,8,5,64,51,16.700001,2,,,10.6,,
651296,651,Effingham County,Ebenezer Elementary School,296,E,912.754.5522,1198 Ebenezer Road,Rincon,GA,31326,https://www.effinghamschools.com/,757,K-5,,,0,0,9,8,6,77,38,19.9,2,,,11.1,,
651297,651,Effingham County,South Effingham Middle School,297,M,912.728.7500,1200 Noel C. Conaway Road,Guyton,GA,31312,https://www.effinghamschools.com/,1071,6-8,,,1,0,10,9,4,76,33,13.7,2,,,7.4,,
651390,651,Effingham County,Effingham County High School,390,H,912.754.6404,1589 Hwy 119 South,Springfield,GA,31329,https://www.effinghamschools.com/,1922,9-12,,,1,0,20,7,4,69,36,14.4,1,87.30000000000001,,9.600000000000001,,
6514050,651,Effingham County,Rincon Elementary School,4050,E,912.826.5523,1703 Fort Howard Road,Rincon,GA,31326,https://www.effinghamschools.com/,1013,K-5,,,2,0,24,10,6,58,45,14.7,5,,,15,,
652104,652,Elbert County,Elbert County Middle School ,104,E,706-213-4200,1108 Athens Tech Road,Elberton,GA,30635,http://www.elbert.k12.ga.us/,1014,5-8,,,1,0,38,10,4,46,85,14.7,5,,,6.7,,
652176,652,Elbert County,Elbert County High School,176,H,706-213-4100,600 Abernathy Circle,Elberton,GA,30635,http://www.elbert.k12.ga.us/,832,9-12,,,1,0,32,10,3,54,52,11.4,2,87,,7.300000000000001,,
652213,652,Elbert County,Elbert County Primary School,213,E,706-213-4700,1019 Falling Creek Circle,Elberton,GA,30635,http://www.elbert.k12.ga.us/,509,K-1,,,1,0,36,9,6,48,85,14.1,4,,,7.7,,
652313,652,Elbert County,Elbert County Elementary School,313,E,706-213-4600,1150 Athens Tech. Road,Elberton,GA,30635,http://www.elbert.k12.ga.us/,680,2-4,,,1,0,35,10,5,48,85,17.299999,5,,,7.5,,
653100,653,Emanuel County,Twin City Elementary School,100,E,478.763.2253,162 Parrish Pond Rd,Twin City,GA,30471,http://www.emanuel.k12.ga.us/,542,K-5,,,0,0,30,5,3,63,98,12.9,2,,,9.200000000000001,,
653189,653,Emanuel County,Swainsboro High School,189,H,478.237.2267,689 S. Main St,Swainsboro,GA,30401,http://www.emanuel.k12.ga.us/,769,9-12,,,1,0,47,8,2,41,87,16,1,80,,8.300000000000001,,
653192,653,Emanuel County,Swainsboro Middle School,192,M,478.237.8047,200 Tiger Trail,Swainsboro,GA,30401,http://www.emanuel.k12.ga.us/,767,6-8,,,1,0,46,10,2,40,87,20.5,4,,,8.4,,
653196,653,Emanuel County,Swainsboro Primary School,196,E,478.237.8302,308 Tiger Trail,Swainsboro,GA,30401,http://www.emanuel.k12.ga.us/,706,K-2,,,1,0,45,10,3,41,87,10.8,8,,,8.1,,
653198,653,Emanuel County,Swainsboro Elementary School,198,E,478.237.7266,258 Tiger Trail,Swainsboro,GA,30401,http://www.emanuel.k12.ga.us/,714,3-5,,,1,0,47,9,4,39,87,15.4,7,,,7.9,,
6532050,653,Emanuel County,Emanuel County Institute,2050,M,478.763.2673,102 N College St,Twin City,GA,30471,http://www.emanuel.k12.ga.us/,638,6-12,,,1,0,29,4,3,63,87,10.8,1,94.80000000000001,,5.5,,
654196,654,Evans County,Claxton Elementary School,196,E,(912) 739-2714,6463 Hwy 301 South Claxton,Claxton,GA,30417,http://www.evans.k12.ga.us/,895,K-5,,,1,0,35,27,4,33,97,15.2,24,,,10.3,,
654197,654,Evans County,Second Chance,197,M,912-739-3544,4 N College St,Claxton,GA,30417,http://www.evans.k12.ga.us/,61,6-11,,,0,0,44,7,7,41,96,18.5,4,,,177.8,,
6542050,654,Evans County,Claxton High School,2050,H,(912) 739-3993,102 North Clark Street,Claxton,GA,30417,http://www.evans.k12.ga.us/,516,9-12,,,1,0,33,25,3,37,97,10.6,5,87.60000000000001,,10.9,,
6543050,654,Evans County,Claxton Middle School,3050,M,(912) 739-3646,600 Hendrix Street,Claxton,GA,30417,http://www.evans.k12.ga.us/,471,6-8,,,1,0,31,27,2,39,97,11.8,17,,,11.1,,
6551050,655,Fannin County,Blue Ridge Elementary School,1050,E,(706) 632-5772,224 East Highland Street,Blue Ridge,GA,30513,http://www.fannin.k12.ga.us/,422,K-5,,,1,0,1,6,1,91,56,17.5,4,,,13.2,,
655176,655,Fannin County,Fannin County High School,176,H,706-632-2081,360 Rebel Circle,Blue Ridge,GA,30513,http://www.fannin.k12.ga.us/,966,9-12,,,0,0,0,5,2,93,50,13.8,1,95.2,,9.300000000000001,,
655193,655,Fannin County,Fannin County Middle School,193,M,706-632-6100,4560 Old Hwy 76,Blue Ridge,GA,30513,http://www.fannin.k12.ga.us/,742,6-8,,,1,0,1,6,1,92,57,17.700001,3,,,11.5,,
655194,655,Fannin County,East Fannin Elementary School,194,E,(706) 374-6418,1 Elementary Circle,Morganton,GA,30560,http://www.fannin.k12.ga.us/,381,K-5,,,0,0,0,3,2,95,64,11.6,2,,,9.600000000000001,,
655293,655,Fannin County,West Fannin Elementary School,293,E,(706) 492-3644,5060 Blue Ridge Drive,Blue Ridge,GA,30513,http://www.fannin.k12.ga.us/,538,K-5,,,0,0,1,9,1,88,66,10.8,5,,,11,,
656102,656,Fayette County,Cleveland Elementary School,102,E,770-716-3905,190 Lester Road,Fayetteville,GA,30215,http://www.fcboe.org/,461,K-5,,,6,0,41,19,8,26,44,10.5,11,,,15.4,,
656103,656,Fayette County,Sara Harp Minter Elementary School,103,E,770.716.3910,1650 Highway 85 South,Fayetteville,GA,30215,http://www.fcboe.org/,757,K-5,,,4,1,18,10,7,60,13,10.8,3,,,6.300000000000001,,
656104,656,Fayette County,Crabapple Lane Elementary School,104,E,770.487.5425,450 Crabapple Lane,Peachtree City,GA,30269,http://www.fcboe.org/,628,K-5,,,4,0,15,9,6,65,13,8.8000002,7,,,8,,
656105,656,Fayette County,Whitewater High School,105,H,770.460.3935,100 Wildcat Way,Fayetteville,GA,30215,http://www.fcboe.org/,1473,9-12,,,4,0,20,8,5,63,15,8.3999996,1,95.2,,5,,
6561052,656,Fayette County,Peachtree City Elementary School,1052,E,770.631.3250,201 Wisdom Road,Peachtree City,GA,30269,http://www.fcboe.org/,500,K-5,,,20,0,10,10,4,56,11,10.6,16,,,8.9,,
656108,656,Fayette County,Bennett's Mill Middle School,108,M,770-716-3982,210 Lester Road,Fayetteville,GA,30215,http://www.fcboe.org/,1051,6-8,,,4,0,59,13,6,17,47,15.5,6,,,11,,
656111,656,Fayette County,Inman Elementary,111,E,770.460.3565,677 Inman Road,Fayetteville,GA,30215,http://www.fcboe.org/,663,K-5,,,2,0,27,10,9,52,25,10.1,4,,,8.300000000000001,,
656178,656,Fayette County,Booth Middle School,178,M,770.631.3240,250 Peachtree Parkway South,Peachtree City,GA,30269,http://www.fcboe.org/,1239,6-8,,,12,0,11,13,5,59,15,8.6999998,10,,,6.100000000000001,,
656180,656,Fayette County,Huddleston Elementary School,180,E,770.631.3255,200 McIntosh Trail,Peachtree City,GA,30269,http://www.fcboe.org/,631,K-5,,,6,1,5,19,8,62,25,8.8999996,14,,,6.600000000000001,,
656181,656,Fayette County,North Fayette Elementary School,181,E,770.460.3570,609 Kenwood Road,Fayetteville,GA,30214,http://www.fcboe.org/,700,K-5,,,4,0,64,16,7,8,57,7.4000001,11,,,17.7,,
656182,656,Fayette County,McIntosh High School,182,H,770.631.3232,201 Walt Banks Road,Peachtree City,GA,30269,http://www.fcboe.org/,1783,9-12,,,11,0,10,12,5,62,10,7.1999998,4,93.80000000000001,,5.9,,
656186,656,Fayette County,Oak Grove Elementary School,186,E,770.631.3260,101 Crosstown Drive,Peachtree City,GA,30269,http://www.fcboe.org/,511,K-5,,,14,0,14,14,7,51,20,9.1999998,13,,,13.4,,
656191,656,Fayette County,Braelinn Elementary School,191,E,770-631-5410,975 Robinson Road,Peachtree City,GA,30269,http://www.fcboe.org/,537,K-5,,,6,0,4,6,4,79,4,10.3,3,,,6.600000000000001,,
656192,656,Fayette County,Sandy Creek High School,192,H,770.969.2840,360 Jenkins Road,Tyrone ,GA,30290,http://www.fcboe.org/,1207,9-12,,,3,0,60,16,4,17,36,12.5,4,84.40000000000001,,9.200000000000001,,
656196,656,Fayette County,Kedron Elementary School,196,E,770.486.2700,200 Kedron Drive,Peachtree City,GA,30269,http://www.fcboe.org/,690,K-5,,,19,1,18,12,5,45,18,7.5,15,,,10.7,,
656198,656,Fayette County,Starrs Mill High School,198,H,770.486.2710,193 Panther Path,Fayetteville ,GA,30215,http://www.fcboe.org/,1410,9-12,,,6,0,10,8,3,72,5,7.6999998,2,96.30000000000001,,4.7,,
656199,656,Fayette County,Peeples Elementary School,199,E,770.486.2734,153 Panther Path,Fayetteville,GA,30215,http://www.fcboe.org/,777,K-5,,,5,0,5,9,4,78,7,11.4,4,,,4.9,,
656291,656,Fayette County,Robert J. Burch Elementary School,291,E,770.969.2820,330 Jenkins Road,Tyrone,GA,30290,http://www.fcboe.org/,621,K-5,,,2,0,45,27,7,18,49,11.4,19,,,13.6,,
656296,656,Fayette County,Spring Hill Elementary School,296,E,770.460.3432,100 Bradford Square,Fayetteville ,GA,30215,http://www.fcboe.org/,752,K-5,,,5,0,52,18,8,17,60,9.1999998,11,,,17.1,,
656298,656,Fayette County,Rising Starr Middle School,298,M,770.486.2721,183 Panther Path,Fayetteville ,GA,30215,http://www.fcboe.org/,1003,6-8,,,8,0,9,9,4,69,9,9.5,5,,,6.100000000000001,,
656391,656,Fayette County,Whitewater Middle School,391,M,770.460.3450,1533 Hwy. 85 S.,Fayetteville,GA,30215,http://www.fcboe.org/,938,6-8,,,4,0,23,7,4,61,20,14.6,3,,,7.100000000000001,,
656398,656,Fayette County,Fayette County High School,398,H,770-460-3540,1 Tiger Trail,Fayetteville,GA,30214,http://www.fcboe.org/,1425,9-12,,,7,0,60,13,6,14,40,12.3,3,83.7,,10.7,,
656402,656,Fayette County,Fayetteville Elementary School,402,E,770-460-3560,490 Hood Avenue,Fayetteville,GA,30214,http://www.fcboe.org/,501,K-5,,,3,0,59,16,6,15,50,9.1999998,6,,,10.2,,
656491,656,Fayette County,Flat Rock Middle School,491,M,770-969-2830,325 Jenkins Road,Tyrone,GA,30290,http://www.fcboe.org/,874,6-8,,,3,0,58,19,4,16,49,13.1,10,,,10.7,,
657102,657,Floyd County,Johnson Elementary,102,E,(706) 236-1830,1839 Morrison Campground Rd,Rome,GA,30161,http://www.floydboe.net/,529,K-5,,,0,0,7,4,4,85,35,14.9,1,,,8.9,,
657103,657,Floyd County,Coosa Middle School,103,M,7062361856,212 Eagle Dr NW,Rome,GA,30165,http://www.floydboe.net/,691,6-8,,,1,0,9,25,4,60,73,12.6,14,,,10,,
6571050,657,Floyd County,Alto Park Elementary School,1050,E,706-236-1892,528 Burnett Ferry Rd SW,Rome,GA,30165,http://www.floydboe.net/,454,K-5,,,1,0,7,38,7,47,77,15.4,31,,,16.8,,
657107,657,Floyd County,Pepperell High School,107,H,706-236-1844,3 Dragon Drive,Lindale,GA,30147,http://www.floydboe.net/,892,9-12,,,0,0,6,9,4,81,50,14.1,1,97.40000000000001,,11.9,,
657111,657,Floyd County,Model High,111,H,(706) 236-1895,3252 Calhoun Hwy,Rome,GA,30161,http://www.floydboe.net/,761,9-12,,,1,1,6,4,2,86,32,12.1,1,93.40000000000001,,6.7,,
657188,657,Floyd County,Model Elementary School,188,E,706-236-1827,3200 Calhoun Hwy,Rome,GA,30161,http://www.floydboe.net/,493,K-5,,,0,0,6,4,0,89,57,14.6,4,,,8.6,,
657195,657,Floyd County,Armuchee Elementary School,195,E,(706) 802-6758,5075 Martha Berry Hwy,Rome,GA,30165,http://www.floydboe.net/,409,3-5,,,2,0,6,6,6,80,44,17.6,5,,,9.700000000000001,,
657199,657,Floyd County,Pepperell Elementary,199,E,(706) 290-8527,270 Hughes Dairy Road,Lindale,GA,30147,http://www.floydboe.net/,554,3-5,,,0,0,7,9,4,79,66,17.5,7,,,10.3,,
657203,657,Floyd County,Model Middle School,203,M,(706) 290-8150,164 Barron Rd.,Rome,GA,30161,http://www.floydboe.net/,576,6-8,,,0,0,7,6,2,85,42,15.4,2,,,7.600000000000001,,
6572052,657,Floyd County,Garden Lakes Elementary School,2052,E,(706) 236-1865,2903 Garden Lakes NW Blvd,Rome,GA,30165,http://www.floydboe.net/,634,K-5,,,1,0,11,17,5,66,68,13.7,14,,,7.4,,
657273,657,Floyd County,Pepperell Middle School,273,M,(706) 236-1849,100 McHenry Road,Rome,GA,30167,http://www.floydboe.net/,745,6-8,,,0,0,8,8,3,80,65,15,3,,,12.9,,
657303,657,Floyd County,Armuchee Middle School,303,M,(706) 378-7924,471 Floyd Springs Road,Armuchee,GA,30105,http://www.floydboe.net/,495,6-8,,,2,0,4,7,4,83,47,18.5,3,,,11.4,,
6573050,657,Floyd County,Cave Spring Elementary School,3050,E,(706) 777-3371,13 Rome Road,Cave Spring,GA,30124,http://www.floydboe.net/,255,K-5,,,1,0,5,4,4,86,66,12.4,2,,,17.8,,
6573052,657,Floyd County,Glenwood Primary School,3052,E,(706) 236-1855,75 Glenwood School Rd NE,Rome,GA,30165,http://www.floydboe.net/,443,K-2,,,1,0,6,5,4,83,42,13,3,,,10.8,,
657401,657,Floyd County,Armuchee High School,401,H,(706) 236-1886,4203 Martha Berry Hwy,Rome,GA,30165,http://www.floydboe.net/,531,9-12,,,1,0,3,4,3,89,37,12.6,1,96.90000000000001,,8.9,,
6574054,657,Floyd County,Pepperell Primary,4054,E,(706) 236-1835,1 Dragon Dr SE,Lindale,GA,30147,http://www.floydboe.net/,553,K-2,,,0,0,8,7,3,81,63,15.7,5,,,16.4,,
6575050,657,Floyd County,Coosa High School,5050,H,706-236-1870,4454 Alabama Hwy.,Rome,GA,30165,http://www.floydboe.net/,689,9-12,,,1,0,13,20,6,60,57,13.9,3,90.60000000000001,,11.4,,
658100,658,Forsyth County,Settles Bridge Elementary School,100,E,(770) 887-1883,600 James Burgess Road,Suwanee ,GA,30024,http://www.forsyth.k12.ga.us/site/default.aspx?PageID=1,1051,K-5,,,52,1,7,6,4,31,8,16.4,14,,,10.6,,
658102,658,Forsyth County,Matt Elementary School,102,E,(678) 455-4500,7455 Wallace Tatum Rd.,Cumming,GA,30028,http://www.forsyth.k12.ga.us/site/default.aspx?PageID=1,1326,K-5,,,1,0,3,14,3,79,20,19.299999,7,,,6.7,,
658103,658,Forsyth County,Cumming Elementary School,103,E,(770) 887-7749,540 Dahlonega Street,Cumming,GA,30040,http://www.forsyth.k12.ga.us/site/default.aspx?PageID=1,973,K-5,,,1,1,4,54,2,38,61,23.1,44,,,9.700000000000001,,
658104,658,Forsyth County,Sharon Elementary School,104,E,770) 888-7511,3595 Old Atlanta Road,Suwanee ,GA,30024,http://www.forsyth.k12.ga.us/site/default.aspx?PageID=1,938,K-5,,,25,1,3,7,3,60,3,16.6,6,,,7.800000000000001,,
658105,658,Forsyth County,Riverwatch Middle School,105,M,(678) 455-7311,610 James Burgess Road,Suwanee ,GA,30024,http://www.forsyth.k12.ga.us/site/default.aspx?PageID=1,1588,6-8,,,53,0,4,6,3,33,4,7.5,8,,,5.5,,
